Date,USA_GDPP,CHN_GDPP,JPN_GDPP,DEU_GDPP,IND_GDPP,GBR_GDPP,BRA_GDPP,RUS_GDPP,ZAF_GDPP,KOR_GDPP,BGD_GDPP,SGP_GDPP,HKG_GDPP,IDN_GDPP,VNM_GDPP
1992-12-31,25418.9907763319,366.460692306116,31992.7902119161,26438.2303888417,317.558738700794,20487.1707852878,2105.13307778769,3098.802734375,3519.00129647168,8126.66206183629,284.966977564282,16136.2405377661,17976.4688629053,678.977736957462,141.383685201224
1993-12-31,26387.2937338171,377.3898394789,36345.2441262708,25522.6295733618,301.50079120851,18389.0195675099,2324.47614531894,2930.67016601563,3461.33391131874,8884.91946408987,292.425347405186,18290.130113185,20395.5621886121,824.079148994808,185.187122026908
1994-12-31,27694.853416234,473.489916407064,39933.5150564874,27076.60675014,346.226610189499,19709.2380983653,3263.5602366462,2662.10400390625,3547.95174828899,10385.3904572997,292.078819525013,21552.4100366948,22502.5302426236,907.471785731365,224.637094521393
1995-12-31,28690.8757013347,609.604337927454,44197.6191013908,31658.3493789135,373.628235651141,23168.9529580171,4704.95983707965,2665.77978515625,3904.32423803244,12564.7243743092,322.087389769502,24914.8507020358,23497.3920767477,1020.1466814341,281.133604499166
1996-12-31,29967.7127181749,709.415888233368,39150.0396308089,30485.8665482279,399.577312178982,24406.400298359,5121.90540734464,2643.92919921875,3654.9275981107,13402.994604707,387.384863171262,26232.866096827,24818.3021600084,1129.09270986001,329.001189952993
1997-12-31,31459.1299691554,781.74256121344,35638.2319556941,26964.0494672673,414.898679748919,26766.0056249684,5240.12717572976,2737.57202148438,3731.43156053914,12398.4904543462,395.318052357112,26375.8653668113,27330.0933613355,1054.34735827552,352.93443979701
1998-12-31,32853.6725949234,828.594691043134,32423.7556133801,27289.0593603191,412.509354123275,28274.5045119699,5049.76466914353,1834.86181640625,3336.4396473055,8281.71948271445,401.96518010266,21829.2737831583,25808.8609899709,459.191863103941,352.783068017119
1999-12-31,34515.3813073394,873.292336318005,36610.1683163197,26734.9425369252,440.962065164669,28762.0913570256,3456.42330254074,1330.75720214844,3267.93916857825,10672.4475586765,404.486143135093,21796.6373891001,25091.6665997966,663.523229868446,367.156883682362
2000-12-31,36329.9702595751,959.360431369138,39169.3595701504,23694.7604830673,442.03533042158,28280.926786099,3726.81166909716,1771.59411621094,3241.66139605189,12257.0206622345,413.100185264402,23852.8389514753,25756.7728723704,770.865351580294,394.583136574358
2001-12-31,37133.6203973517,1053.11231442789,34406.1824638092,23628.3272122367,449.910313665362,27906.5695029641,3142.23513974908,2100.3525390625,2867.47249671099,11561.2071745115,410.048540904043,21699.7414868907,25230.3780910304,739.003946535355,409.497733926552
